num_stroke,b,start_point_x,r,theta_rad,start_point_y,g,num_brush,theta_deg,end_point_y,end_point_x,num_physical_stroke,Unnamed: 0,Unnamed: 0.1
640.0,105.0,7.849835924827257,211.0,1.5044275020155178,389.6753606690461,70.0,5.0,86.19734644889832,388.64554736079566,23.34356840741601,1788.0,1787.0,1787.0
645.0,91.0,377.2059298960157,145.0,2.6893675522791347,411.6652040461821,41.0,5.0,154.0894103050232,419.75136558479886,381.1342060476528,1802.0,1801.0,1801.0
645.0,91.0,370.6602307050681,145.0,2.6893675522791347,414.8451199932964,41.0,5.0,154.0894103050232,422.9312815319132,374.58850685670507,1803.0,1802.0,1802.0
645.0,91.0,369.7251308206469,145.0,2.6893675522791347,415.2993937000272,41.0,5.0,154.0894103050232,423.3855552386438,373.653406972284,1804.0,1803.0,1803.0
647.0,106.0,52.40447299866682,228.0,0.5098526043560432,482.96551729664014,50.0,5.0,29.212402403354645,464.419275297732,62.774886458034494,1811.0,1810.0,1810.0
647.0,106.0,58.71235237211352,228.0,0.5098526043560432,486.4926640446611,50.0,5.0,29.212402403354645,467.94642204575297,69.08276583148117,1812.0,1811.0,1811.0
647.0,106.0,65.02023174556021,228.0,0.5098526043560432,490.0198107926821,50.0,5.0,29.212402403354645,471.473568793774,75.39064520492786,1813.0,1812.0,1812.0
647.0,106.0,71.32811111900689,228.0,0.5098526043560432,493.5469575407032,50.0,5.0,29.212402403354645,475.0007155417949,81.69852457837457,1814.0,1813.0,1813.0
647.0,106.0,72.22923674378498,228.0,0.5098526043560432,494.0508356475633,50.0,5.0,29.212402403354645,475.5045936486551,82.59965020315266,1815.0,1814.0,1814.0
652.0,67.0,525.9265379810263,201.0,0.9750501141795864,214.80567013292807,71.0,5.0,55.86625635623932,207.00971363055345,537.4265229368004,1826.0,1825.0,1825.0
652.0,67.0,527.7115871689787,201.0,0.9750501141795864,217.43883500506595,71.0,5.0,55.86625635623932,209.6428785026913,539.2115721247527,1827.0,1826.0,1826.0
656.0,91.0,297.59112605461576,193.0,2.4177799239528586,480.3380688977746,73.0,5.0,138.52858543395996,488.9111203153859,305.16829950596224,1838.0,1837.0,1837.0
656.0,91.0,292.328059685727,193.0,2.4177799239528586,484.98975763967314,73.0,5.0,138.52858543395996,493.5628090572844,299.90523313707354,1839.0,1838.0,1838.0
656.0,91.0,287.0649933168382,193.0,2.4177799239528586,489.6414463815715,73.0,5.0,138.52858543395996,498.2144977991828,294.6421667681847,1840.0,1839.0,1839.0
656.0,91.0,285.56126006858426,193.0,2.4177799239528586,490.9705003078283,73.0,5.0,138.52858543395996,499.5435517254396,293.1384335199308,1841.0,1840.0,1840.0
659.0,110.0,274.234330913747,171.0,2.506205901924061,125.1523982142973,49.0,5.0,143.59502077102658,148.17415421200835,291.21052163890187,1846.0,1845.0,1845.0
659.0,110.0,268.4838020450353,171.0,2.506205901924061,129.39282517631818,49.0,5.0,143.59502077102658,152.41458117402917,285.4599927701902,1847.0,1846.0,1846.0
659.0,110.0,262.7332731763236,171.0,2.506205901924061,133.63325213833903,49.0,5.0,143.59502077102658,156.65500813605004,279.7094639014785,1848.0,1847.0,1847.0
659.0,110.0,261.9117690522219,171.0,2.506205901924061,134.2390274186277,49.0,5.0,143.59502077102658,157.26078341633874,278.88795977737686,1849.0,1848.0,1848.0
665.0,58.0,139.53204454550354,142.0,2.527785745908325,25.360268249527305,27.0,5.0,144.8314547538757,54.7556761413289,160.2440648744961,1869.0,1868.0,1868.0
665.0,58.0,133.66817661209168,142.0,2.527785745908325,29.491952772851317,27.0,5.0,144.8314547538757,58.88736066465291,154.38019694108428,1870.0,1869.0,1869.0
671.0,95.0,492.7259605303585,147.0,1.988232533979904,329.64945768536126,40.0,5.0,113.91733288764956,348.8666893337322,536.0567146486329,1889.0,1888.0,1888.0
671.0,95.0,489.805143570422,147.0,1.988232533979904,336.2352762793846,40.0,5.0,113.91733288764956,355.4525079277557,533.1358976886963,1890.0,1889.0,1889.0
671.0,95.0,487.30158617619065,147.0,1.988232533979904,341.8802636456904,40.0,5.0,113.91733288764956,361.0974952940613,530.632340294465,1891.0,1890.0,1890.0
675.0,100.0,579.4383781490374,241.0,0.3141592700403172,196.50867324424163,55.0,5.0,18.000000268220898,162.3092602940535,590.5504411931573,1899.0,1898.0,1898.0
675.0,100.0,585.1881775510693,241.0,0.3141592700403172,198.3768963491084,55.0,5.0,18.000000268220898,164.17748339892026,596.3002405951893,1900.0,1899.0,1899.0
676.0,88.0,148.94934454020867,142.0,2.3169736798938816,382.1664287159133,29.0,5.0,132.75281310081482,392.15256598355415,159.75122294724957,1901.0,1900.0,1900.0
676.0,88.0,148.26126615174468,142.0,2.3169736798938816,382.9107144079181,29.0,5.0,132.75281310081482,392.896851675559,159.06314455878564,1902.0,1901.0,1901.0
684.0,140.0,340.2822937344245,211.0,2.2150678831998376,144.37156647315453,66.0,5.0,126.91404104232788,154.67960355140843,354.00430524386195,1927.0,1926.0,1926.0
684.0,140.0,336.0571670427853,211.0,2.2150678831998376,149.9960356762982,66.0,5.0,126.91404104232788,160.3040727545521,349.7791785522229,1928.0,1927.0,1927.0
684.0,140.0,333.64280893327737,211.0,2.2150678831998376,153.21001807809455,66.0,5.0,126.91404104232788,163.51805515634842,347.36482044271486,1929.0,1928.0,1928.0
686.0,54.0,523.5993955332427,125.0,1.814166910327996,427.77202950354143,13.0,5.0,103.94410729408264,431.3169343879038,537.8765508524751,1932.0,1931.0,1931.0
686.0,54.0,522.5608811527653,125.0,1.814166910327996,431.9546610818209,13.0,5.0,103.94410729408264,435.4995659661833,536.838036471998,1933.0,1932.0,1932.0
689.0,51.0,3.1612973500544417,174.0,1.8112629828306168,349.46797897749536,32.0,5.0,103.77772450447084,354.91775924505004,25.38612507758834,1941.0,1940.0,1940.0
689.0,51.0,1.378665209157644,174.0,1.8112629828306168,356.7377568929221,32.0,5.0,103.77772450447084,362.1875371604767,23.603492936691545,1942.0,1941.0,1941.0
697.0,120.0,35.239237991516745,228.0,1.8276693867260496,456.747144919921,64.0,5.0,104.71774220466614,464.22185059257447,63.69521862304407,1965.0,1964.0,1964.0
697.0,120.0,33.454711294705106,228.0,1.8276693867260496,463.54078460886535,64.0,5.0,104.71774220466614,471.0154902815188,61.91069192623245,1966.0,1965.0,1965.0
697.0,120.0,31.67018459789348,228.0,1.8276693867260496,470.3344242978097,64.0,5.0,104.71774220466614,477.8091299704631,60.12616522942081,1967.0,1966.0,1966.0
697.0,120.0,31.16031982737587,228.0,1.8276693867260496,472.2754642089366,64.0,5.0,104.71774220466614,479.75016988159007,59.61630045890321,1968.0,1967.0,1967.0
699.0,81.0,382.5694447857783,129.0,1.6571653249132023,298.7810416583152,40.0,5.0,94.94857907295228,300.3320000039425,400.48212119157057,1972.0,1971.0,1971.0
699.0,81.0,381.9560475276581,129.0,1.6571653249132023,305.86542701520386,40.0,5.0,94.94857907295228,307.4163853608312,399.8687239334504,1973.0,1972.0,1972.0
699.0,81.0,381.342650269538,129.0,1.6571653249132023,312.94981237209265,40.0,5.0,94.94857907295228,314.50077071771994,399.2553266753303,1974.0,1973.0,1973.0
699.0,81.0,380.7292530114178,129.0,1.6571653249132023,320.0341977289813,40.0,5.0,94.94857907295228,321.5851560746087,398.6419294172102,1975.0,1974.0,1974.0
699.0,81.0,380.1158557532976,129.0,1.6571653249132023,327.11858308587006,40.0,5.0,94.94857907295228,328.6695414314974,398.02853215909,1976.0,1975.0,1975.0
701.0,81.0,140.4996037305316,140.0,1.284426250674621,347.00212435621324,39.0,5.0,73.59220325946808,342.15421663935206,156.96310940340058,1979.0,1978.0,1978.0
701.0,81.0,142.20734379781754,140.0,1.284426250674621,352.8016135230062,39.0,5.0,73.59220325946808,347.95370580614497,158.6708494706866,1980.0,1979.0,1979.0
702.0,119.0,582.1750777620516,174.0,2.399005324864019,202.77816521967245,65.0,5.0,137.45288014411926,217.22837748300927,595.4381364183312,1981.0,1980.0,1980.0
702.0,119.0,578.3455848973865,174.0,2.399005324864019,206.293047047168,65.0,5.0,137.45288014411926,220.7432593105048,591.6086435536662,1982.0,1981.0,1981.0
704.0,68.0,453.669177930882,125.0,1.1970832534024836,253.0429801773305,13.0,5.0,68.58781814575195,243.49544203220316,478.0163849080751,1985.0,1984.0,1984.0
704.0,68.0,456.3259098848742,125.0,1.1970832534024836,259.81792066811875,13.0,5.0,68.58781814575195,250.2703825229914,480.6731168620672,1986.0,1985.0,1985.0
704.0,68.0,457.84404243001256,125.0,1.1970832534024836,263.68931523428347,13.0,5.0,68.58781814575195,254.1417770891561,482.19124940720553,1987.0,1986.0,1986.0
714.0,44.0,10.243742870888228,155.0,2.7454896775109194,352.89524918278863,36.0,5.0,157.30497121810913,368.7288251932288,16.865457074431458,2018.0,2017.0,2017.0
714.0,44.0,6.477060030202762,155.0,2.7454896775109194,354.47050276100515,36.0,5.0,157.30497121810913,370.3040787714453,13.098774233745988,2019.0,2018.0,2018.0
721.0,96.0,490.7413102653283,139.0,2.1574780649241747,304.67555063705294,41.0,5.0,123.61438751220702,320.9632134654425,515.2428632402593,2037.0,2036.0,2036.0
721.0,96.0,486.76002821923066,139.0,2.1574780649241747,310.6645985433356,41.0,5.0,123.61438751220702,326.9522613717252,511.2615811941616,2038.0,2037.0,2037.0
721.0,96.0,485.0537644851887,139.0,2.1574780649241747,313.23133336031395,41.0,5.0,123.61438751220702,329.5189961887035,509.5553174601198,2039.0,2038.0,2038.0
723.0,93.0,376.587696664846,151.0,0.3141592700403172,377.7827163377847,28.0,5.0,18.000000268220898,355.24219416606974,383.9115563984705,2044.0,2043.0,2043.0
723.0,93.0,383.50875150062507,151.0,0.3141592700403172,380.0315034084576,28.0,5.0,18.000000268220898,357.49098123674264,390.83261123424967,2045.0,2044.0,2044.0
723.0,93.0,390.4298063364041,151.0,0.3141592700403172,382.2802904791305,28.0,5.0,18.000000268220898,359.7397683074156,397.7536660700285,2046.0,2045.0,2045.0
724.0,151.0,538.7310776407312,206.0,1.6758682059061245,124.40193030755869,61.0,5.0,96.02017521858215,126.71618157341088,560.6753741443332,2047.0,2046.0,2046.0
724.0,151.0,538.3028782126817,206.0,1.6758682059061245,128.46222200986486,61.0,5.0,96.02017521858215,130.77647327571708,560.2471747162837,2048.0,2047.0,2047.0
728.0,142.0,159.83734289326372,198.0,1.1905562512866468,445.54974715691833,51.0,5.0,68.21384847164154,439.1800219607173,175.77396202018883,2058.0,2057.0,2057.0
728.0,142.0,161.43683401766378,198.0,1.1905562512866468,449.5515651414153,51.0,5.0,68.21384847164154,443.1818399452144,177.3734531445889,2059.0,2058.0,2058.0
729.0,68.0,332.86823111907944,138.0,2.0058757473362734,401.5576276555728,31.0,5.0,114.92821455001832,416.0249583768096,363.99528133090536,2060.0,2059.0,2059.0
729.0,68.0,329.76266724264303,138.0,2.0058757473362734,408.23937459151375,31.0,5.0,114.92821455001832,422.7067053127505,360.8897174544689,2061.0,2060.0,2060.0
729.0,68.0,328.8753632779469,138.0,2.0058757473362734,410.14844514463965,31.0,5.0,114.92821455001832,424.61577586587646,360.0024134897728,2062.0,2061.0,2061.0
735.0,55.0,181.857577692442,172.0,2.168765706756908,137.66530035964183,45.0,5.0,124.26112174987792,145.94689241380658,194.01565104709243,2076.0,2075.0,2075.0
735.0,55.0,177.8192766165251,172.0,2.168765706756908,143.59386583208268,45.0,5.0,124.26112174987792,151.87545788624743,189.9773499711754,2077.0,2076.0,2076.0
737.0,108.0,129.38667850720265,165.0,2.0745910459014176,18.31271564674717,30.0,5.0,118.86531114578248,24.62525278810385,140.83820102146802,2081.0,2080.0,2080.0
741.0,61.0,422.109889328918,172.0,0.7915286561970806,446.9362739887262,37.0,5.0,45.35125136375427,425.1115168193778,444.2038935216053,2092.0,2091.0,2091.0
741.0,61.0,427.22402375182816,172.0,0.7915286561970806,452.1135003150027,37.0,5.0,45.35125136375427,430.2887431456544,449.31802794451545,2093.0,2092.0,2092.0
741.0,61.0,430.1463862792054,172.0,0.7915286561970806,455.0719153585893,37.0,5.0,45.35125136375427,433.2471581892409,452.2403904718926,2094.0,2093.0,2093.0
744.0,127.0,46.39618208171786,187.0,1.7173903618934443,484.0751640908178,67.0,5.0,98.39921951293944,485.86581368249375,58.52358050618828,2100.0,2099.0,2099.0
744.0,127.0,45.931507356425534,187.0,1.7173903618934443,487.2222318128322,67.0,5.0,98.39921951293944,489.0128814045081,58.05890578089594,2101.0,2100.0,2100.0
746.0,65.0,407.64893269394446,125.0,1.652481927270892,306.3046585453842,24.0,5.0,94.68024015426636,307.7717080017551,425.5686763779668,2106.0,2105.0,2105.0
746.0,65.0,407.2248013645922,125.0,1.652481927270892,311.4853459975705,24.0,5.0,94.68024015426636,312.95239545394134,425.14454504861465,2107.0,2106.0,2106.0
